"","PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","DetectedShift","X1B_PositionAtReleaseX","X1B_PositionAtReleaseZ","X2B_PositionAtReleaseX","X2B_PositionAtReleaseZ","X3B_PositionAtReleaseX","X3B_PositionAtReleaseZ","SS_PositionAtReleaseX","SS_PositionAtReleaseZ","LF_PositionAtReleaseX","LF_PositionAtReleaseZ","CF_PositionAtReleaseX","CF_PositionAtReleaseZ","RF_PositionAtReleaseX","RF_PositionAtReleaseZ","X1B_Name","X1B_Id","X2B_Name","X2B_Id","X3B_Name","X3B_Id","SS_Name","SS_Id","LF_Name","LF_Id","CF_Name","CF_Id","RF_Name","RF_Id","FHC","Counter_1","date_str","game_date","formatted_date","GameNumber","Games","Tilt_1","Tilt_2","Count","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_L1","Zone_L2","Zone_L3","Zone_L4","Zone_Name","AB","SLG_VAL","Out_Zone_NotSwinging","In_Zone_NotSwinging","Out_Zone_Swinging","In_Zone_Swinging","Strike_Awarded","SacrificeFly","hc_x","hc_y","location_x","location_y","season","strikeZone"
"184",184,"2024-03-16","16:44:44.10",2,2,"Prather, Ben",1000190341,"Right","CEN_COL","Zagerman, Xavier",1000310864,"Right","CON_CHI","Undefined",6,"Top",1,0,1,"Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,NA,89.45564,-0.104258,-3.618689,2420.666877,221.441599,5.31202,1.98095,6.8623,-21.43147,12.86615,10.24083,3.43084,-0.46853,80.29663,-4.239445,-1.751808,0.421506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.57481,7.22095,-1.75326,50,5.29749,7.80244,-129.69104,-0.78518,-10.98838,31.85975,-20.10578,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","055299f0-e3d6-11ee-936f-69860a6351e7",89.42335,NA,NA,9.15901,NA,NA,NA,NA,NA,NA,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:44:44.10","2024-03-16T16:44:44.1013430-04:00","2024-03-16T20:44:44.1013430Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","231e563f-21d9-4eb2-bc00-de365a3ed572",53.63062,-130.57989,15.92988,5.31157,-0.22425,-10.05289,-1.97522,8.109,-5.49419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",94.58406,74.05849,146.37832,47.66909,79.26299,-58.5881,144.82426,-46.40335,273.62898,-137.39002,341.88132,-2.38972,282.24964,155.53504,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",94,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",1,30,"0-1",1,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,1,0,0,0,0,NA,NA,NA,NA,"spring24","in"
"185",185,"2024-03-16","16:44:58.47",2,3,"Prather, Ben",1000190341,"Right","CEN_COL","Zagerman, Xavier",1000310864,"Right","CON_CHI","Undefined",6,"Top",1,1,1,"Slider","Slider","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,78.01674,1.258935,-1.047265,2392.641339,106.591759,4.84952,2.37073,6.20435,-38.58101,8.22504,-21.28978,2.79681,-0.37014,69.44817,-6.018452,-4.88688,0.492405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.47162,4.36296,-2.28269,50,4.92557,2.86977,-113.0078,1.38871,13.08296,27.0866,-26.72307,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","0df34fa0-e3d6-11ee-936f-69860a6351e7",76.54766,NA,NA,8.56857,NA,NA,NA,NA,NA,NA,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:44:58.47","2024-03-16T16:44:58.4797878-04:00","2024-03-16T20:44:58.4797878Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","72a9d947-12d6-4ada-a684-3ae69176ba38",54.28712,-114.03074,13.5433,4.85407,2.39792,-13.36153,-2.38174,2.37568,6.54148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",97.04855,75.5602,143.71716,46.35573,78.86063,-58.18221,144.89923,-45.82815,269.69576,-136.09703,342.28968,-2.52003,281.7836,154.40332,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",95,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",9,30,"1-1",0,0,0,1,0,0,0,0,0,0,0,0,0,"4",0,0,0,1,0,0,1,0,NA,NA,NA,NA,"spring24","in"
"186",186,"2024-03-16","16:45:12.55",2,4,"Prather, Ben",1000190341,"Right","CEN_COL","Zagerman, Xavier",1000310864,"Right","CON_CHI","Undefined",6,"Top",1,1,2,"Fastball","Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,NA,87.32911,1.865765,-3.279961,2397.370313,241.601215,4.42225,1.78937,5.94151,-28.80411,8.30516,12.94249,3.75602,-0.17786,78.62643,-3.533365,-0.960821,0.438443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.59307,4.06677,-1.53478,50,4.55523,6.69352,-126.45953,3.18023,-12.14381,28.76634,-25.66998,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","164ac750-e3d6-11ee-936f-69860a6351e7",85.96894,NA,NA,8.70268,NA,NA,NA,NA,NA,NA,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:45:12.55","2024-03-16T16:45:12.5558454-04:00","2024-03-16T20:45:12.5558454Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","427bc56a-15bc-431c-9cbd-508746287086",54.55247,-127.49089,14.38317,4.42471,4.10058,-12.83499,-1.78257,7.12892,-6.0719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",95.2628,77.32292,143.05218,53.71966,98.7451,-73.83224,145.90025,-46.20162,273.03713,-137.66216,338.67131,-2.16317,278.09234,154.53917,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",96,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",2,0,"1-2",0,0,0,0,0,0,0,0,0,1,0,0,0,"L1",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","buffer"
"187",187,"2024-03-16","16:45:25.39",2,5,"Prather, Ben",1000190341,"Right","CEN_COL","Zagerman, Xavier",1000310864,"Right","CON_CHI","Undefined",6,"Top",1,2,2,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,NA,80.1759,0.145495,-3.18379,2384.368901,117.962207,4.86528,2.02751,5.88627,-35.50801,8.73217,-13.50702,2.04158,-2.05742,72.59689,-6.456613,-5.599087,0.478718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83083,4.90276,-1.76306,50,4.85698,6.98454,-116.12274,-0.79329,7.82899,25.12557,-25.59115,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","1df7f540-e3d6-11ee-936f-69860a6351e7",78.73619,NA,NA,7.57901,NA,NA,NA,NA,NA,NA,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:45:25.39","2024-03-16T16:45:25.3970102-04:00","2024-03-16T20:45:25.3970102Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","275f7a83-4f01-47b6-ad34-2378ec247797",54.60765,-117.11546,12.56278,4.86834,0.21782,-12.79557,-2.03291,6.67522,3.91449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",94.81592,78.38779,NA,NA,101.4786,-77.17854,146.44245,-46.41658,272.71075,-137.581,343.74113,-1.06128,281.80778,154.67169,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",97,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",10,0,"2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"188",188,"2024-03-16","16:45:37.13",2,6,"Prather, Ben",1000190341,"Right","CEN_COL","Zagerman, Xavier",1000310864,"Right","CON_CHI","Undefined",6,"Top",1,3,2,"Fastball","Four-Seam","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,87.68775,-0.53804,-3.206547,2342.340508,214.416991,5.10785,2.17382,6.57304,-25.34667,10.43977,6.30922,2.50169,-0.24249,79.4844,-5.345713,-2.061823,0.430557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.29941,6.01587,-1.95592,50,5.06023,6.88656,-127.23064,-1.91869,-6.97212,28.7094,-22.41844,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","24ecf6c0-e3d6-11ee-936f-69860a6351e7",87.54346,NA,NA,8.20334,NA,NA,NA,NA,NA,NA,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:45:37.13","2024-03-16T16:45:37.1381430-04:00","2024-03-16T20:45:37.1381430Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","ebcdb80a-f911-482c-a42c-21a7347aa910",53.92244,-128.11267,14.3547,5.1086,-1.22993,-11.20922,-2.17079,7.10076,-3.48606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",95.28894,78.68983,144.17532,54.07486,101.79548,-78.00721,146.56828,-46.90047,274.08991,-138.43515,345.896,-1.15773,282.17804,154.67923,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",98,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",1,15,"3-2",0,0,0,0,1,0,0,0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,NA,NA,NA,NA,"spring24","in"
"189",189,"2024-03-16","16:45:53.83",2,7,"Prather, Ben",1000190341,"Right","CEN_COL","Zagerman, Xavier",1000310864,"Right","CON_CHI","Undefined",6,"Top",1,3,2,"Fastball","Slider","InPlay","Undefined","GroundBall","Single",0,0,NA,88.62449,-0.564207,-3.414766,2357.215694,225.262306,4.91143,1.9392,6.3554,-27.64072,7.55607,6.4502,2.08782,-0.66983,80.69421,-5.751296,-2.249438,0.426995,90.37116,2.047856,-4.595454,827.012222,NA,NA,NA,59.07053,55.17282,-4.567937,0.465696,-4.3876,4.44445,-1.69452,50,4.85759,7.42091,-128.58827,-2.12541,-7.29879,28.27535,-24.78073,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","2ee01d10-e3d6-11ee-936f-69860a6351e7",88.2737,2.38514,NA,7.93028,NA,NA,NA,1.11603,2.11555,0.67498,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:45:53.83","2024-03-16T16:45:53.8305206-04:00","2024-03-16T20:45:53.8305206Z","GroundBall","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","86c93727-3c28-4592-8397-731a3a85eda4",54.14165,-129.49578,14.13768,4.91304,-1.33007,-12.39036,-1.93646,7.65517,-3.64939,41.306572,1.12716,131.71336,-16.56826,NA,NA,NA,NA,NA,NA,2.12622,4.4294,-19.36223,NA,NA,NA,NA,NA,NA,0.67807,-10.70207,-1.85131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","","","","NoShift",94.46117,77.5285,NA,NA,101.12126,-76.97843,144.35475,-46.63198,273.5583,-138.50037,341.86984,-1.75907,280.657,155.40805,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",99,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",1,30,"3-2",0,0,0,0,0,0,1,0,0,0,0,0,0,"7",1,1,0,0,0,1,1,0,-10.7958891653862,135.126157854637,-340.539722913466,157.859605363407,"spring24","in"
"190",190,"2024-03-16","16:46:28.54",3,1,"Prather, Ben",1000190341,"Right","CEN_COL","Boswell, Yashion",1000310865,"Right","CON_CHI","Undefined",6,"Top",1,0,0,"Slider","Slider","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,75.62969,2.879527,1.040598,2251.138052,98.670958,4.86009,2.34476,5.92119,-44.96207,4.8424,-19.69607,3.78797,1.66914,67.86017,-5.509302,-2.493825,0.507932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52717,1.95937,-2.41639,50,5.06524,-1.28962,-109.57942,4.20161,12.52083,23.30031,-29.84362,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","439e7a30-e3d6-11ee-936f-69860a6351e7",74.20764,NA,NA,7.76952,NA,NA,NA,NA,NA,NA,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:46:28.54","2024-03-16T16:46:28.5461686-04:00","2024-03-16T20:46:28.5461686Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","ec0a9123-4860-479e-8988-33ccad0b60a8",54.576,-110.54815,11.65016,4.86476,5.44239,-14.92181,-2.35195,-1.81019,6.26041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",63.39131,57.74496,142.70378,27.86647,76.83968,-55.39638,150.93081,-28.17105,268.58975,-135.21135,354.07084,-0.30979,280.25676,150.41997,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",100,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",9,15,"0-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,0,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"191",191,"2024-03-16","16:48:50.76",3,2,"Prather, Ben",1000190341,"Right","CEN_COL","Boswell, Yashion",1000310865,"Right","CON_CHI","Undefined",6,"Top",1,0,1,"Fastball","Four-Seam","InPlay","Undefined","FlyBall","Out",1,0,NA,88.99297,-1.106529,-2.978828,2362.713611,228.148325,5.28506,1.9587,6.59421,-23.28049,11.74434,11.64678,2.32973,0.19762,79.93792,-5.556263,-0.863044,0.425951,86.35435,31.566844,25.942856,5228.82098,94.34195,57.16595,56.56443,309.12712,297.99829,39.735198,4.424289,-7.12095,6.9226,-1.75955,50,5.19977,6.26068,-129.04068,-3.14594,-11.761,31.98019,-20.74067,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","985aad50-e3d6-11ee-936f-69860a6351e7",88.49016,68.40143,NA,9.05505,NA,NA,NA,1.52323,2.44829,-0.15328,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:48:50.76","2024-03-16T16:48:50.7682486-04:00","2024-03-16T20:48:50.7682486Z","FlyBall","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","66a12e4a-bf18-436f-b5a3-363bb97b0ed4",53.90062,-130.00377,15.9901,5.28511,-2.52133,-10.37033,-1.95342,6.61487,-5.8805,222.116025,1.52445,97.01194,-21.38157,5.06953,-1.00392,0.19178,-0.04127,0.00675,-0.00047,2.44912,66.27728,-18.24184,0.69561,0.26246,-0.21067,0.06958,-0.01073,0.00063,-0.15357,47.21637,0.70591,-0.85935,0.25288,-0.0479,0.00686,-0.00065,3e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Medium","","","","NoShift",63.1476,57.7448,141.84789,27.42021,73.22073,-51.57819,148.71932,-25.85767,268.6614,-134.97164,353.13698,-0.37076,281.24181,154.58118,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",101,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",1,30,"0-1",0,0,0,0,1,0,0,0,0,0,0,0,0,"5",1,0,0,0,0,1,1,0,197.606530006191,237.720919606177,180.466325015478,-98.6272990154432,"spring24","in"
"192",192,"2024-03-16","16:49:24.65",4,1,"Prather, Ben",1000190341,"Right","CEN_COL","Cajigas, Julio",1000084822,"Right","CON_CHI","Undefined",6,"Top",2,0,0,"Slider","Slider","BallCalled","Undefined","Undefined","Undefined",0,0,NA,76.66634,1.978675,-0.153035,2273.169578,109.18947,4.95948,1.92949,5.9134,-41.8462,6.65363,-13.90383,3.30939,0.62882,68.7843,-5.840671,-2.648803,0.501235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98618,3.29819,-1.9097,50,5.09495,0.82439,-111.08054,2.59156,8.53662,23.9825,-28.1439,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","ac92ea80-e3d6-11ee-936f-69860a6351e7",75.19912,NA,NA,7.88204,NA,NA,NA,NA,NA,NA,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:49:24.65","2024-03-16T16:49:24.6500022-04:00","2024-03-16T20:49:24.6500022Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","ca6a89bb-8188-4a6d-b18c-ffdc4e057bc6",54.57923,-112.06485,11.99125,4.96489,3.74665,-14.07195,-1.93635,0.47403,4.26831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",63.46353,58.48198,146.71705,32.68759,93.08612,-71.4235,149.85108,-34.86832,272.05468,-137.76689,341.11565,0.07241,279.35405,153.80478,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",102,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",9,45,"0-0",0,0,1,0,0,0,0,0,0,0,0,0,0,"3",0,0,0,1,0,0,0,0,NA,NA,NA,NA,"spring24","in"
"193",193,"2024-03-16","16:49:40.11",4,2,"Prather, Ben",1000190341,"Right","CEN_COL","Cajigas, Julio",1000084822,"Right","CON_CHI","Undefined",6,"Top",2,1,0,"Fastball","Slider","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,86.18912,-0.571411,-3.825708,2358.052611,235.401118,4.64153,1.72179,6.30688,-31.04573,6.20756,7.23741,1.5268,-1.20462,78.67195,-6.369642,-2.519995,0.439293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.85697,3.77662,-1.44427,50,4.58491,8.07536,-124.99193,-2.21519,-7.65253,26.14785,-26.2237,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","b5c0ec10-e3d6-11ee-936f-69860a6351e7",85.80258,NA,NA,7.51717,NA,NA,NA,NA,NA,NA,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:49:40.11","2024-03-16T16:49:40.1147574-04:00","2024-03-16T20:49:40.1147574Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","1ef3587d-035b-44c8-8e1a-ad6f3377f527",54.18919,-125.86524,13.07393,4.64426,-1.33935,-13.11185,-1.71824,8.33095,-3.82627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",63.3404,58.03832,144.51243,32.77663,97.26604,-74.08661,148.27405,-34.6777,274.19565,-138.5685,352.94439,0.80079,279.5578,153.41896,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",103,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",1,45,"1-0",0,0,0,0,0,0,0,0,0,0,0,1,0,"L3",0,0,1,0,0,0,1,0,NA,NA,NA,NA,"spring24","buffer"
"194",194,"2024-03-16","16:49:55.84",4,3,"Prather, Ben",1000190341,"Right","CEN_COL","Cajigas, Julio",1000084822,"Right","CON_CHI","Undefined",6,"Top",2,1,1,"Slider","Slider","StrikeSwinging","Undefined","Undefined","Undefined",0,0,NA,77.68883,1.113405,-2.40035,2357.987068,111.535064,4.8571,1.99115,6.22681,-39.70809,7.45315,-14.1245,2.57636,-1.40177,69.27754,-6.360116,-4.945219,0.49427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31819,4.03835,-1.80568,50,4.92154,5.24306,-112.45508,1.06087,7.83133,26.48164,-27.16855,"CEN_COL","CON_CHI","GaryWright","D3","Team","20240316-GaryWright-2","bf30ffb0-e3d6-11ee-936f-69860a6351e7",76.25883,NA,NA,8.41129,NA,NA,NA,NA,NA,NA,"b8e17aff-9fd4-43dd-b2c7-250ce2b9dfb3","2024-03-16","20:49:55.84","2024-03-16T16:49:55.8479542-04:00","2024-03-16T20:49:55.8479542Z","","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","541df642-5076-49f4-8601-54a912bd0e0a",54.26377,-113.4547,13.24082,4.86214,2.08642,-13.58428,-1.99801,4.94745,3.91567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",63.17359,58.02188,141.92437,32.04156,97.85757,-75.17069,150.08668,-34.97768,276.98262,-139.56298,345.83653,1.80802,279.89301,153.74097,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",104,"20240316",2024-03-16,"03-16-24","2","CON_CHI vs CEN_COL on 03-16-24 , Game 2",9,45,"1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,0,0,1,0,1,0,NA,NA,NA,NA,"spring24","out"
