"","PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","DetectedShift","X1B_PositionAtReleaseX","X1B_PositionAtReleaseZ","X2B_PositionAtReleaseX","X2B_PositionAtReleaseZ","X3B_PositionAtReleaseX","X3B_PositionAtReleaseZ","SS_PositionAtReleaseX","SS_PositionAtReleaseZ","LF_PositionAtReleaseX","LF_PositionAtReleaseZ","CF_PositionAtReleaseX","CF_PositionAtReleaseZ","RF_PositionAtReleaseX","RF_PositionAtReleaseZ","X1B_Name","X1B_Id","X2B_Name","X2B_Id","X3B_Name","X3B_Id","SS_Name","SS_Id","LF_Name","LF_Id","CF_Name","CF_Id","RF_Name","RF_Id","FHC","Counter_1","date_str","game_date","formatted_date","GameNumber","Games","Tilt_1","Tilt_2","Count","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_L1","Zone_L2","Zone_L3","Zone_L4","Zone_Name","AB","SLG_VAL","Out_Zone_NotSwinging","In_Zone_NotSwinging","Out_Zone_Swinging","In_Zone_Swinging","Strike_Awarded","SacrificeFly","hc_x","hc_y","location_x","location_y","season","strikeZone"
"11",11,"2024-04-27","12:06:49.56",2,3,"Tarantino, Nick",1000181535,"Left","MIL_COL","Prather, Ben",1000190341,"Right","CEN_COL","Undefined",1,"Bottom",1,1,1,"Curveball","Curveball","InPlay","Undefined","GroundBall","Single",0,0,NA,70.85939,2.4685,2.033249,2213.570439,326.95206,5.90182,-2.07075,6.26035,-70.99409,-14.60666,10.90024,2.2645,0.71309,63.94865,-10.652796,4.005278,0.540459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.89331,-7.8317,1.91504,50,6.0515,-4.0049,-102.72825,2.44914,-5.07039,21.82707,-40.28916,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","27f4e210-04b0-11ef-a487-bb1091214b2a",69.74155,NA,NA,6.91074,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:06:49.56","2024-04-27T12:06:49.5623850-04:00","2024-04-27T16:06:49.5623850Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","450bf184-9280-47c4-9b8d-9f20b6254866",54.23896,-103.625,10.91354,5.91687,4.10439,-20.14458,2.0753,-3.79658,-2.53519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",98.49383,77.87953,145.52901,47.58463,85.07527,-66.79541,131.09964,-50.6132,277.4289,-150.84021,333.11757,-2.90559,253.47467,138.66699,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",4,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",5,0,"1-1",0,0,0,0,0,1,0,0,0,0,0,0,0,"6",1,1,0,0,0,1,1,0,NA,NA,NA,NA,"spring24","in"
"12",12,"2024-04-27","12:07:33.94",3,1,"Tarantino, Nick",1000181535,"Left","MIL_COL","Weyler, Evan",1000190342,"Right","CEN_COL","Undefined",1,"Bottom",1,0,0,"Curveball","Curveball","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,69.52169,3.581654,0.693458,1908.826868,321.364343,5.99231,-2.22713,5.96895,-71.56339,-12.28296,11.6456,3.35385,-0.61373,62.455,-9.623569,2.787902,0.55415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.6313,-6.71882,2.16622,50,6.2383,-1.62245,-100.6551,4.22611,-5.61047,20.73038,-38.86801,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","4262c860-04b0-11ef-a487-bb1091214b2a",68.01853,NA,NA,7.06668,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:07:33.94","2024-04-27T12:07:33.9490474-04:00","2024-04-27T16:07:33.9490474Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","adf38145-1975-46dc-806d-450a59e744b7",54.52834,-101.58345,10.36519,6.01007,5.96671,-19.43401,2.23325,-1.3712,-2.80524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",63.26298,59.40173,137.68041,30.44443,79.89854,-60.02966,137.88959,-36.76722,272.48041,-146.99594,328.71382,-3.93833,245.33767,138.38363,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",5,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",4,45,"0-0",1,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,0,1,0,0,1,0,NA,NA,NA,NA,"spring24","in"
"13",13,"2024-04-27","12:07:58.08",3,2,"Tarantino, Nick",1000181535,"Left","MIL_COL","Weyler, Evan",1000190342,"Right","CEN_COL","Undefined",1,"Bottom",1,0,1,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,78.13656,-1.637425,3.903355,1646.758932,107.364363,5.74128,-2.47432,6.12096,-40.12258,5.39221,-12.61757,0.88008,0.08828,71.95266,-9.043777,1.631007,0.485565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65709,3.6539,2.18184,50,5.59466,-7.29001,-113.30969,-4.42385,9.94869,20.82422,-27.42663,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","50b81050-04b0-11ef-a487-bb1091214b2a",77.62589,NA,NA,6.18391,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:07:58.08","2024-04-27T12:07:58.0860586-04:00","2024-04-27T16:07:58.0860586Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","6d7054ec-2ac5-4eb6-93fe-6308673a85f3",54.37769,-114.11138,10.41211,5.74464,-3.36797,-13.71332,2.46987,-7.67303,4.97435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",63.24638,60.00598,137.21174,29.4597,79.87412,-59.74465,136.50953,-35.4163,289.42022,-153.61559,330.90709,-3.04407,250.02452,140.34056,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",6,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",9,30,"0-1",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"14",14,"2024-04-27","12:08:23.97",3,3,"Tarantino, Nick",1000181535,"Left","MIL_COL","Weyler, Evan",1000190342,"Right","CEN_COL","Undefined",1,"Bottom",1,1,1,"Curveball","Curveball","InPlay","Undefined","GroundBall","Out",1,0,NA,69.56375,2.627821,1.84451,1945.480663,347.59407,5.86298,-2.37523,6.05771,-75.18366,-15.2654,3.92914,2.03284,-0.34001,61.82507,-11.271416,2.553349,0.557123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25087,-8.24052,2.22994,50,6.02804,-3.37231,-100.64146,2.49744,-1.22333,23.38461,-40.23321,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","60355d80-04b0-11ef-a487-bb1091214b2a",67.65554,NA,NA,7.73868,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:08:23.97","2024-04-27T12:08:23.9749802-04:00","2024-04-27T16:08:23.9749802Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","b3c710fc-1a12-4b08-981a-1e6fd8a9786f",54.43926,-101.66772,11.69231,5.87969,4.26311,-20.1166,2.37676,-3.31862,-0.61167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",65.21861,61.12562,138.19788,28.96967,80.8661,-60.56112,136.24527,-34.47756,276.15337,-147.77269,331.14008,-1.97291,248.61161,139.02081,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",7,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",5,30,"1-1",0,0,0,0,0,0,1,0,0,0,0,0,0,"7",1,0,0,0,0,1,1,0,NA,NA,NA,NA,"spring24","in"
"15",15,"2024-04-27","12:09:04.39",4,1,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lynch, Michael",1000079043,"Left","CEN_COL","Undefined",1,"Bottom",2,0,0,"Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,67.90653,4.799079,1.259423,1758.326395,338.420159,5.92667,-2.17809,5.89824,-77.97292,-15.563,7.10217,3.89564,-0.41689,60.94955,-9.552708,2.533257,0.568589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1004,-8.62063,2.07312,50,6.27137,-2.40573,-98.16791,5.97741,-2.94285,19.49531,-40.35662,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","784d1ed0-04b0-11ef-a487-bb1091214b2a",66.29122,NA,NA,6.95699,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:09:04.39","2024-04-27T12:09:04.3937962-04:00","2024-04-27T16:09:04.3937962Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","f195a459-aa24-4739-afb1-5ddacc21d949",54.6,-99.07722,9.74766,5.94867,7.85974,-20.17831,2.18213,-2.26847,-1.47143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",99.88791,81.08851,144.33284,50.00077,80.89245,-59.94544,148.99825,-24.82191,249.42433,-150.46538,329.75049,-2.10599,260.33514,143.86446,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",8,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",5,15,"0-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"16",16,"2024-04-27","12:09:26.32",4,2,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lynch, Michael",1000079043,"Left","CEN_COL","Undefined",1,"Bottom",2,1,0,"Fastball","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,83.39426,-1.741312,5.279848,1899.339128,143.358564,5.98895,-2.2337,6.12907,-21.86718,18.82418,-12.87556,2.54982,1.58743,75.12053,-5.917922,2.973232,0.459116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24646,10.6763,1.83536,50,5.84395,-10.61334,-120.44265,-4.25053,11.94162,26.48946,-16.71383,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","854f32d0-04b0-11ef-a487-bb1091214b2a",82.09784,NA,NA,8.27373,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:09:26.32","2024-04-27T12:09:26.3294122-04:00","2024-04-27T16:09:26.3294122Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","b0e2c12c-6311-465b-9972-3e53fa46d7b4",54.36337,-121.39851,13.24473,5.98644,-3.64742,-8.35691,2.22611,-11.04425,5.97081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",100.67911,80.51804,145.15167,51.21405,80.76987,-61.11736,145.03157,-20.14901,248.91084,-150.31398,325.10811,-1.42901,260.87284,145.07343,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",9,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",10,45,"1-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"17",17,"2024-04-27","12:09:49.85",4,3,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lynch, Michael",1000079043,"Left","CEN_COL","Undefined",1,"Bottom",2,2,0,"Fastball","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,84.39857,-1.030419,4.110162,1886.811703,159.557386,5.95203,-2.17383,6.17874,-17.02076,22.62548,-7.87666,3.57954,0.97182,75.70294,-4.350674,2.694948,0.453182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3839,12.40934,1.86655,50,5.86512,-8.45477,-122.08929,-2.58439,7.97951,28.08614,-13.78209,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","934766a0-04b0-11ef-a487-bb1091214b2a",83.17292,NA,NA,8.69562,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:09:49.85","2024-04-27T12:09:49.8584234-04:00","2024-04-27T16:09:49.8584234Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","9d80bb84-cb27-4adc-b9d7-2130f815e2cb",54.31287,-123.07745,14.04307,5.94751,-2.09949,-6.89105,2.16895,-8.73551,3.98975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",99.50713,79.50391,142.39053,50.93965,81.1979,-61.01745,163.72679,-23.23534,248.17374,-150.06504,332.6385,-1.30575,255.52673,143.58909,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",10,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,15,"2-0",0,0,0,0,0,0,0,0,0,0,1,0,0,"L2",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","buffer"
"18",18,"2024-04-27","12:10:06.62",4,4,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lynch, Michael",1000079043,"Left","CEN_COL","Undefined",1,"Bottom",2,3,0,"Fastball","Changeup","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,83.62739,-1.908453,3.665997,2043.017956,159.402331,6.21928,-1.9955,6.1912,-15.96154,24.23895,-8.5526,3.12295,0.68096,75.3375,-5.030291,2.127356,0.456338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55225,13.52501,1.72304,50,6.06686,-7.41631,-121.0456,-4.38099,8.11948,26.79271,-12.39543,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","9d4b2ec0-04b0-11ef-a487-bb1091214b2a",82.59758,NA,NA,8.28989,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:10:06.62","2024-04-27T12:10:06.6292394-04:00","2024-04-27T16:10:06.6292394Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","b221e4ec-4640-4e2a-ade0-89f9979a9cc3",54.30137,-121.99397,13.39636,6.21417,-3.94223,-6.19772,1.99064,-7.70371,4.05974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",101.93951,81.95331,145.61758,50.81394,80.68881,-60.88476,145.46617,-18.77406,244.99641,-150.69855,325.77482,-0.94455,258.56402,145.38291,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",11,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,15,"3-0",0,0,1,0,0,0,0,0,0,0,0,0,0,"3",0,0,0,1,0,0,1,0,NA,NA,NA,NA,"spring24","in"
"19",19,"2024-04-27","12:10:33.38",4,5,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lynch, Michael",1000079043,"Left","CEN_COL","Undefined",1,"Bottom",2,3,1,"Fastball","Changeup","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,83.64616,-1.9006,3.7499,2076.751963,146.442643,6.07574,-1.94588,5.93657,-19.98808,20.28222,-12.52922,2.6425,0.49367,75.96072,-5.708709,1.505656,0.456735,26.91713,22.913887,-147.637098,3043.743316,NA,NA,NA,40.23181,24.55015,-150.073761,1.094698,7.45626,11.333,1.65311,50,5.91246,-7.4261,-121.11161,-4.56151,11.00872,24.96979,-15.4416,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","ad39b450-04b0-11ef-a487-bb1091214b2a",82.52592,5.89067,NA,7.68545,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:10:33.38","2024-04-27T12:10:33.3819562-04:00","2024-04-27T16:10:33.3819562Z","GroundBall","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","e0f1d197-0615-4b4e-bd7d-6028138a5917",54.55706,-122.04753,12.4849,6.07259,-3.98273,-7.7208,1.93919,-7.83873,5.50436,114.974528,-2.84568,-30.71498,1.85332,-0.58829,0.06548,0.14151,-0.18832,0.11872,-0.03083,2.25218,15.37098,-16.4956,0.65244,-0.24953,0.30719,-0.34607,0.22524,-0.05832,-0.71016,-19.46438,2.3023,-0.78129,0.10965,0.15145,-0.20994,0.13247,-0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Medium","","","","NoShift",101.12929,81.03816,146.34762,53.55297,81.87452,-60.3576,145.59652,-19.91375,249.74336,-153.2281,328.16022,-1.17711,265.31546,147.53036,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",12,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,0,"3-1",0,0,0,0,0,1,0,0,0,0,0,0,0,"6",0,0,0,0,0,0,0,0,-20.0710340138003,-34.8676372800477,-363.727585034501,582.844093200119,"spring24","in"
"20",20,"2024-04-27","12:10:59.93",4,6,"Tarantino, Nick",1000181535,"Left","MIL_COL","Lynch, Michael",1000079043,"Left","CEN_COL","Undefined",1,"Bottom",2,3,2,"Curveball","Curveball","InPlay","Undefined","LineDrive","Out",1,0,NA,69.66207,2.910351,2.072574,2229.602268,327.296761,5.97777,-2.05318,5.99637,-69.94744,-11.57359,8.75178,2.84972,0.59748,63.34502,-9.951932,3.646507,0.549896,87.75731,6.85538,18.755677,1706.699566,NA,NA,NA,110.10285,107.54052,20.259099,0.944082,-3.81028,-6.34016,1.88521,50,6.16899,-3.94208,-100.99067,3.16383,-3.8608,19.34401,-38.59829,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","bd1bddd0-04b0-11ef-a487-bb1091214b2a",68.54466,5.6212,NA,6.31704,NA,NA,NA,1.00537,2.717,-0.65217,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:10:59.93","2024-04-27T12:10:59.9399594-04:00","2024-04-27T16:10:59.9399594Z","GroundBall","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","ee842fa4-c556-490b-b447-ccef7d7e97c6",54.50361,-101.84965,9.672,5.99045,4.87781,-19.29914,2.05645,-3.77064,-1.9304,299.143285,1.06282,120.17356,-12.65258,NA,NA,NA,NA,NA,NA,2.78004,14.45576,-18.49628,NA,NA,NA,NA,NA,NA,-0.66911,41.33606,-0.24174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","","","","NoShift",101.18521,81.14961,145.38403,50.42851,81.53234,-61.18992,147.76909,-24.50201,247.45376,-149.47273,322.25331,-0.49122,263.47575,147.27106,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",13,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",5,0,"3-2",0,0,0,0,0,1,0,0,0,0,0,0,0,"6",1,0,0,0,0,1,1,0,38.124878362196,103.291486715945,-218.23780409451,237.446283210137,"spring24","in"
"21",21,"2024-04-27","12:13:02.50",1,1,"Morgan, Luc",1000126728,"Right","CEN_COL","Page, Case",1000229843,"Right","MIL_COL","Undefined",2,"Top",0,0,0,"Fastball","Changeup","InPlay","Undefined","FlyBall","Out",1,0,NA,84.37169,-0.13042,-3.282061,1851.659066,236.987369,5.11269,2.17991,5.73828,-28.23844,11.83879,15.99308,2.63785,0.45328,76.07947,-5.419892,-0.424451,0.455638,72.5299,50.600731,25.612017,5476.073264,94.46244,91.38823,56.36339,195.5973,103.96451,31.691051,4.968524,-9.17,6.48087,-1.91649,50,5.08479,6.34603,-122.20434,-1.17901,-13.67085,27.26075,-22.51222,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","06273510-04b1-11ef-a487-bb1091214b2a",82.72448,91.39639,NA,8.29222,NA,NA,NA,0.43334,2.62367,-0.43387,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","16:13:02.50","2024-04-27T12:13:02.5078954-04:00","2024-04-27T16:13:02.5078954Z","FlyBall","v3",NA,NA,NA,"Weyler, Evan",1000190342,"Right","CEN_COL","e05b03f0-a375-4f91-8099-17c2e7f426be",54.75696,-123.26093,13.63037,5.11358,-0.30646,-11.25611,-2.17272,6.8759,-6.83543,201.525777,0.45816,60.30753,-12.10935,-0.67211,3.38699,-1.90457,0.50758,-0.06604,0.00337,2.6099,82.46115,-23.2498,3.30416,-1.14943,0.28051,-0.02416,-0.00195,0.00031,-0.44574,29.41869,-2.56613,0.91032,-0.75616,0.31645,-0.06417,0.00601,-2e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low","","","","NoShift",100.47351,75.11025,151.2686,41.24878,94.6662,-73.69967,149.4893,-44.71539,281.40554,-142.79132,360.81937,-12.02423,277.52996,152.13462,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",7,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",2,0,"0-0",0,0,0,0,0,1,0,0,0,0,0,0,0,"6",1,0,0,0,0,1,1,0,102.754842432843,166.432407072336,-56.6628939178928,79.593982319161,"spring24","in"
