"","PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","DetectedShift","X1B_PositionAtReleaseX","X1B_PositionAtReleaseZ","X2B_PositionAtReleaseX","X2B_PositionAtReleaseZ","X3B_PositionAtReleaseX","X3B_PositionAtReleaseZ","SS_PositionAtReleaseX","SS_PositionAtReleaseZ","LF_PositionAtReleaseX","LF_PositionAtReleaseZ","CF_PositionAtReleaseX","CF_PositionAtReleaseZ","RF_PositionAtReleaseX","RF_PositionAtReleaseZ","X1B_Name","X1B_Id","X2B_Name","X2B_Id","X3B_Name","X3B_Id","SS_Name","SS_Id","LF_Name","LF_Id","CF_Name","CF_Id","RF_Name","RF_Id","FHC","Counter_1","date_str","game_date","formatted_date","GameNumber","Games","Tilt_1","Tilt_2","Count","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_L1","Zone_L2","Zone_L3","Zone_L4","Zone_Name","AB","SLG_VAL","Out_Zone_NotSwinging","In_Zone_NotSwinging","Out_Zone_Swinging","In_Zone_Swinging","Strike_Awarded","SacrificeFly","hc_x","hc_y","location_x","location_y","season","strikeZone"
"127",127,"2024-04-27","13:16:35.05",1,4,"Tarantino, Nick",1000181535,"Left","MIL_COL","Thompson, Karson",1000126727,"Right","CEN_COL","Undefined",5,"Bottom",0,2,1,"Fastball","Changeup","StrikeSwinging","Undefined","Undefined","Undefined",0,0,NA,84.37036,-1.316794,3.145144,1954.506236,149.746096,6.01398,-1.93624,5.85889,-19.50631,20.13273,-10.9491,3.16305,0.0762,76.57024,-5.03516,1.185168,0.453141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49288,11.06056,1.68718,50,5.89571,-6.26853,-122.26324,-3.34864,9.76423,25.56818,-15.54081,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","e69351d0-04b9-11ef-a487-bb1091214b2a",83.18045,NA,NA,7.80012,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:16:35.05","2024-04-27T13:16:35.0523562-04:00","2024-04-27T17:16:35.0523562Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","30e6ea71-9ad5-4dd4-a6e6-e85327b80468",54.63545,-123.22881,12.78409,6.01108,-2.76175,-7.7704,1.93087,-6.63727,4.88212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",95.92594,74.82461,146.3041,45.05115,74.74763,-56.2697,133.55958,-44.03048,255.64701,-130.12667,324.44319,-0.21139,252.83109,146.90842,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",66,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,0,"2-1",0,1,0,0,0,0,0,0,0,0,0,0,0,"2",0,0,0,0,0,1,1,0,NA,NA,NA,NA,"spring24","in"
"128",128,"2024-04-27","13:16:57.74",1,5,"Tarantino, Nick",1000181535,"Left","MIL_COL","Thompson, Karson",1000126727,"Right","CEN_COL","Undefined",5,"Bottom",0,2,2,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,77.86604,-2.266773,2.922971,1809.458068,111.800645,5.68181,-2.26881,5.97789,-38.66282,7.46465,-14.90851,0.35489,-0.79938,71.62754,-9.393262,0.239971,0.488823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58583,4.8976,2.04624,50,5.48078,-5.24202,-112.94714,-5.62076,11.0564,21.17149,-25.86717,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","f41eba10-04b9-11ef-a487-bb1091214b2a",77.10863,NA,NA,6.2385,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:16:57.74","2024-04-27T13:16:57.7479338-04:00","2024-04-27T17:16:57.7479338Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","7ae6fcea-ac1e-4ae1-b6c0-32ecdd4e8e94",54.52099,-113.79142,10.58575,5.68436,-4.58922,-12.93359,2.26407,-5.68293,5.5282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",99.60975,76.85282,145.964,45.85875,81.43258,-64.10755,133.35575,-44.27241,253.30593,-127.58214,326.48761,-0.51658,249.99231,145.3963,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",67,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",9,45,"2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"129",129,"2024-04-27","13:17:15.94",1,6,"Tarantino, Nick",1000181535,"Left","MIL_COL","Thompson, Karson",1000126727,"Right","CEN_COL","Undefined",5,"Bottom",0,3,2,"Fastball","Changeup","InPlay","Undefined","Popup","Out",1,0,NA,84.41307,-1.504761,2.136687,2000.835421,143.338901,5.95337,-1.95451,5.93901,-18.15379,21.06985,-14.72828,3.0434,-1.19889,77.01282,-4.972766,-0.507566,0.45076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21922,11.64855,1.79272,50,5.82326,-3.99768,-122.54017,-3.71093,12.46612,24.7844,-14.50667,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","fef98140-04b9-11ef-a487-bb1091214b2a",83.61975,NA,NA,7.40025,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:17:15.94","2024-04-27T13:17:15.9444650-04:00","2024-04-27T17:17:15.9444650Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","df061f38-8099-4544-978c-b4246aec91e5",54.55876,-123.45876,12.3922,5.95084,-3.17326,-7.25333,1.94945,-4.45972,6.23306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",99.19312,76.52287,145.8081,46.49733,81.72276,-64.43075,134.48757,-44.51923,255.73829,-129.33936,318.82465,-1.31792,251.39714,144.11547,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",68,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",10,45,"3-2",0,0,0,0,0,0,0,0,0,1,0,0,0,"L1",1,0,0,0,1,0,1,0,NA,NA,NA,NA,"spring24","buffer"
"130",130,"2024-04-27","13:17:52.54",2,1,"Tarantino, Nick",1000181535,"Left","MIL_COL","Jackson, Conner",90000255767,"Right","CEN_COL","Undefined",5,"Bottom",1,0,0,"Fastball","Changeup","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,85.00774,-2.534774,2.929413,2008.694377,151.777366,5.90684,-1.96762,5.97061,-17.7406,20.97009,-10.56938,2.07392,-0.13023,77.63386,-5.918627,1.032571,0.447803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26815,11.87823,1.7415,50,5.69603,-5.8884,-123.23998,-5.93731,9.62473,24.85875,-13.93507,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","14c3d020-04ba-11ef-a487-bb1091214b2a",84.17196,NA,NA,7.37388,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:17:52.54","2024-04-27T13:17:52.5415082-04:00","2024-04-27T17:17:52.5415082Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","e4966747-d980-4615-ae9e-599093b38cd0",54.52609,-124.14958,12.42937,5.90395,-5.42741,-6.96753,1.96341,-6.24058,4.81237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",98.89407,76.57944,147.24963,41.39837,71.06993,-51.90726,131.87978,-41.86885,263.32758,-132.15551,324.03516,-0.9035,253.98815,142.0346,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",69,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,0,"0-0",0,0,0,0,0,0,0,1,0,0,0,0,0,"8",0,0,0,0,0,0,0,0,NA,NA,NA,NA,"spring24","in"
"131",131,"2024-04-27","13:18:14.15",2,2,"Tarantino, Nick",1000181535,"Left","MIL_COL","Jackson, Conner",90000255767,"Right","CEN_COL","Undefined",5,"Bottom",1,0,1,"Fastball","Changeup","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,84.77181,-2.178401,1.627205,1984.804785,151.154764,5.95955,-1.88314,6.08074,-18.10855,20.59781,-10.6439,2.43336,-1.26431,77.39702,-5.638237,-0.289649,0.447778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93276,11.61312,1.7629,50,5.78147,-3.07438,-123.03651,-5.15356,9.07403,24.91733,-14.41209,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","21a3dd30-04ba-11ef-a487-bb1091214b2a",84.17668,NA,NA,7.37479,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:18:14.15","2024-04-27T13:18:14.1563050-04:00","2024-04-27T17:18:14.1563050Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","00b03e25-86d3-4010-bded-3e930d4670a7",54.41492,-123.92739,12.45867,5.95651,-4.63827,-7.20605,1.87863,-3.39881,4.53701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",99.44355,77.66746,145.16799,47.30065,79.86238,-60.80291,133.47612,-42.11866,254.28741,-127.99861,321.52915,-0.57983,251.72274,142.79992,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",70,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,0,"0-1",0,0,0,0,0,0,0,0,0,0,0,1,0,"L3",0,0,1,0,0,0,1,0,NA,NA,NA,NA,"spring24","buffer"
"132",132,"2024-04-27","13:18:38.12",2,3,"Tarantino, Nick",1000181535,"Left","MIL_COL","Jackson, Conner",90000255767,"Right","CEN_COL","Undefined",5,"Bottom",1,0,2,"Fastball","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,84.43094,1.038416,1.575665,1904.987081,157.846486,6.11741,-1.81971,5.94846,-18.68391,20.41442,-7.81516,5.52398,-1.00923,76.97973,-2.533624,0.172593,0.450039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4215,10.53024,1.69861,50,6.18942,-3.05666,-122.59476,1.72529,6.73106,24.16741,-16.14336,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","2feb9090-04ba-11ef-a487-bb1091214b2a",83.75364,NA,NA,7.45121,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:18:38.12","2024-04-27T13:18:38.1273770-04:00","2024-04-27T17:18:38.1273770Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","9d27fb3e-bc41-4ca5-a01a-51e78ef8cfeb",54.54651,-123.48777,12.0837,6.11465,2.3218,-8.07168,1.81615,-3.30538,3.36553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",100.18238,77.97928,144.89469,46.43446,81.76908,-62.99148,134.43963,-42.38627,263.53914,-129.98395,323.2941,0.03364,257.1628,143.97086,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",71,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",11,15,"0-2",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"133",133,"2024-04-27","13:18:52.87",2,4,"Tarantino, Nick",1000181535,"Left","MIL_COL","Jackson, Conner",90000255767,"Right","CEN_COL","Undefined",5,"Bottom",1,1,2,"Curveball","Curveball","InPlay","Undefined","GroundBall","Error",0,0,NA,71.04417,2.053369,0.941239,2194.521174,336.658005,5.8616,-2.03435,6.13317,-69.11043,-13.61115,6.68874,2.00128,-0.60694,64.96107,-10.657521,2.15045,0.536186,68.85634,-58.748552,-14.658002,NA,NA,NA,NA,2.62144,2.62144,6.565215,0.023134,-3.16012,-7.18103,1.9591,50,5.98292,-1.91346,-103.18982,1.7448,-3.35443,19.65923,-39.79664,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","38c864e0-04ba-11ef-a487-bb1091214b2a",70.29738,2.00342,NA,6.08309,NA,NA,NA,1.42804,2.00342,0.60737,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:18:52.87","2024-04-27T13:18:52.8747178-04:00","2024-04-27T17:18:52.8747178Z","GroundBall","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","3d50596c-a375-40b5-b49d-aa10ff45f6b6",54.3679,-104.01865,9.82961,5.87399,3.42261,-19.89832,2.03679,-1.77204,-1.67721,NA,1.42746,50.8429,NA,NA,NA,NA,NA,NA,NA,2.00441,-86.60026,NA,NA,NA,NA,NA,NA,NA,0.60752,-13.29856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","Estimated","Estimated","","","","NoShift",99.12469,77.05034,145.93275,47.25379,82.3289,-63.74568,133.08652,-42.91086,264.47067,-133.42405,319.09367,-0.75222,256.54431,145.50184,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",72,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",5,15,"1-2",0,0,0,0,0,0,1,0,0,0,0,0,0,"7",1,0,0,0,0,1,1,0,11.8089353024925,102.607207607271,-284.027661743769,239.156980981822,"spring24","in"
"134",134,"2024-04-27","13:19:45.85",3,1,"Tarantino, Nick",1000181535,"Left","MIL_COL","Cunningham, Josh",1000241980,"Right","CEN_COL","Undefined",5,"Bottom",1,0,0,"Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,69.6759,2.872662,1.964981,2181.274271,311.214671,5.83758,-2.09247,6.03105,-68.46756,-10.15709,13.93831,2.79591,0.88938,63.33539,-9.73302,4.471895,0.549597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.47583,-5.51925,1.9317,50,6.02601,-3.92891,-101.01173,3.14094,-6.5599,19.45636,-37.76493,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","586532b0-04ba-11ef-a487-bb1091214b2a",68.58192,NA,NA,6.34051,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:19:45.85","2024-04-27T13:19:45.8572458-04:00","2024-04-27T17:19:45.8572458Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","450fa006-fef6-4888-a055-6dfc36df332f",54.46827,-101.86874,9.72818,5.85102,4.80442,-18.88247,2.09839,-3.63996,-3.27995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",99.03666,77.73946,140.46937,18.53659,80.05376,-60.05305,135.1272,-42.92963,267.77128,-137.27562,322.52262,-0.40267,252.10824,141.83705,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",73,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",4,15,"0-0",0,0,0,0,0,0,0,0,0,0,1,0,0,"L2",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","buffer"
"135",135,"2024-04-27","13:20:07.38",3,2,"Tarantino, Nick",1000181535,"Left","MIL_COL","Cunningham, Josh",1000241980,"Right","CEN_COL","Undefined",5,"Bottom",1,1,0,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,77.70022,-1.868253,4.09341,1687.822987,137.79127,5.72652,-2.37134,6.09589,-34.57214,11.57422,-9.145,1.11254,0.65899,71.38652,-8.286425,2.449737,0.488923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92311,6.93351,2.06076,50,5.56401,-7.74183,-112.60486,-4.65929,7.59481,20.70555,-23.28372,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","65269430-04ba-11ef-a487-bb1091214b2a",77.09285,NA,NA,6.3137,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:20:07.38","2024-04-27T13:20:07.3874602-04:00","2024-04-27T17:20:07.3874602Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","7717d5ac-e24a-40de-8f0e-6a0afe733e51",54.40213,-113.41143,10.35278,5.72784,-3.75229,-11.64186,2.3681,-8.03767,3.7974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",98.92877,76.96673,146.27907,17.344,79.9166,-60.05693,134.1354,-41.85304,266.2083,-135.88651,328.41548,-1.63914,251.26915,143.76421,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",74,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",10,30,"1-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
"136",136,"2024-04-27","13:20:28.54",3,3,"Tarantino, Nick",1000181535,"Left","MIL_COL","Cunningham, Josh",1000241980,"Right","CEN_COL","Undefined",5,"Bottom",1,2,0,"ChangeUp","Changeup","BallCalled","Undefined","Undefined","Undefined",0,0,NA,77.33748,-1.174506,3.863064,1642.315509,119.925793,5.68925,-2.26897,6.08368,-39.08435,7.31949,-10.21087,1.34306,0.45929,71.29281,-8.398083,2.026716,0.490285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36418,4.50756,1.97594,50,5.57753,-7.22157,-112.18607,-3.43727,8.126,19.93779,-26.41865,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","71c5c7b0-04ba-11ef-a487-bb1091214b2a",76.87868,NA,NA,6.04467,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:20:28.54","2024-04-27T13:20:28.5468842-04:00","2024-04-27T17:20:28.5468842Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","ae4bc33e-0582-438e-8861-fccaa7d80544",54.41486,-112.96796,9.9689,5.69201,-2.40123,-13.20932,2.26539,-7.54024,4.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",99.5544,76.77933,144.42254,17.83598,80.96519,-61.1777,135.49857,-40.03377,269.55208,-135.87596,324.84672,-1.1903,260.01035,148.39638,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",75,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",10,0,"2-0",0,0,0,0,0,0,0,0,0,0,0,0,1,"L4",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","buffer"
"137",137,"2024-04-27","13:20:55.64",3,4,"Tarantino, Nick",1000181535,"Left","MIL_COL","Cunningham, Josh",1000241980,"Right","CEN_COL","Undefined",5,"Bottom",1,3,0,"ChangeUp","Changeup","BallCalled","Walk","Undefined","Undefined",0,0,NA,78.32841,-1.755688,3.960505,1692.098986,102.459677,5.76214,-2.31716,6.01677,-40.26628,5.21953,-17.038,0.77597,-0.06262,72.10429,-9.174171,0.897131,0.485411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.95823,3.57603,2.01598,50,5.60208,-7.25967,-113.57064,-4.6941,12.99483,20.97072,-27.50756,"CEN_COL","MIL_COL","GaryWright","D3","Team","20240427-GaryWright-1","81efcfa0-04ba-11ef-a487-bb1091214b2a",77.65061,NA,NA,6.22412,NA,NA,NA,NA,NA,NA,"127ad410-ff02-4c4e-b23e-54d5384c1758","2024-04-27","17:20:55.64","2024-04-27T13:20:55.6438698-04:00","2024-04-27T17:20:55.6438698Z","","v3",NA,NA,NA,"Scott, Evan",1000328911,"Right","MIL_COL","cc197029-8602-4493-9f16-0260219fbe58",54.48263,-114.39536,10.48536,5.76542,-3.6123,-13.75378,2.31153,-7.77071,6.49741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","","","","","","NoShift",98.90117,76.18675,148.50193,26.25251,78.07576,-58.9292,133.75445,-39.48584,272.36894,-137.43186,328.20559,0.10488,254.38233,143.25087,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"true",76,"20240427",2024-04-27,"04-27-24","1","MIL_COL vs CEN_COL on 04-27-24 , Game 1",9,30,"3-0",0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",0,0,1,0,0,0,0,0,NA,NA,NA,NA,"spring24","out"
